id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
23651141,Private Cozy suite Los Gatos -Saratoga,147099254,Rezan,,Monte Sereno,37.23669,-121.98997,Entire home/apt,157,3,157,2024-06-09,2.40,4,72,10,
23652796,"⭐Spacious and quiet, near downtown PA and Stanford",14983870,Molly,,Palo Alto,37.44611,-122.14832,Entire home/apt,245,3,121,2024-06-17,1.94,1,40,28,
23681619,Charming guest unit in picturesque Palo Alto,177349138,Mali,,Palo Alto,37.4238,-122.127,Entire home/apt,177,3,73,2024-06-16,0.97,1,74,11,
23694465,Bright & clean private bedroom with private bath,24833684,Miya,,Santa Clara,37.40004,-121.96751,Private room,75,30,118,2024-05-19,1.54,4,209,14,
23717106,Cozy Studio in Garden Setting,12218862,Lynda,,San Jose,37.31304,-121.96008,Entire home/apt,64,1,365,2023-01-19,4.78,2,2,0,
23731832,EXQUISITE PALO ALTO HOME | LOVELY ENGLISH GARDENS,177575679,Annette,,Palo Alto,37.44013,-122.14287,Entire home/apt,814,3,101,2024-06-05,1.35,1,221,15,
23754341,185sf Self checkin/out 24/7. Close to Sunnyvale #4,178164617,Vladimir,,San Jose,37.30889,-121.96753,Private room,,1,145,2024-03-24,1.92,2,0,1,
23754461,Executive Condo Within Charming Santana Row in San Jose,14820197,Johnny,,San Jose,37.32209,-121.94771,Entire home/apt,229,2,160,2024-06-14,2.12,2,291,22,
23786503,Spacious cottage near downtown & Stanford with AC,40826998,Tracy,,Palo Alto,37.45603,-122.15292,Entire home/apt,279,2,110,2024-04-14,1.52,6,142,17,
23801654,Naglee Park Beauty - San Jose Downtown,10576473,Sui,,San Jose,37.34165,-121.86943,Entire home/apt,92,7,13,2021-11-01,0.18,11,343,0,
23812251,Luxurious 2 Bedroom - Naglee Park,10576473,Sui,,San Jose,37.34032,-121.86925,Entire home/apt,125,14,3,2020-04-10,0.04,11,53,0,
23839101,Skidaemon's Home (Bedroom 2),141594837,Brian,,Sunnyvale,37.39544,-122.00054,Private room,,30,47,2023-08-17,0.62,3,35,3,2019-7559
23840881,Impeccable downtown Palo Alto pied a terre,3452155,Leland,,Palo Alto,37.45017,-122.16375,Entire home/apt,199,1,161,2024-06-12,2.14,1,337,29,
23843702,comfortable room of No 2,80161056,Jack,,San Jose,37.39917,-121.84558,Private room,45,1,176,2024-06-11,2.31,2,210,35,
23862207,"Spacious 2 BR, 2 Baths Entire House in Santa Clara",3793149,Phu,,Santa Clara,37.39252,-121.96093,Entire home/apt,216,2,68,2024-06-15,0.90,10,336,17,
23923243,1B/1B Luxury Apartment in Sunnyvale,11804824,Blair,,Sunnyvale,37.40918,-121.99508,Entire home/apt,333,30,91,2023-02-20,1.20,1,180,0,
23962807,The Carriage House Studio | 5mins to SJC Airport,14175116,Laura,,San Jose,37.34410095,-121.92700195,Entire home/apt,136,30,51,2024-06-12,0.68,16,187,6,
23980228,Executive Retreat: Luxurious Entire Apartment,23589483,Herschel,,San Jose,37.39979,-121.92354,Entire home/apt,385,3,8,2022-11-14,0.12,3,353,0,
23998922,Beautiful Garden Home in Palo Alto,64922875,David,,Palo Alto,37.41381,-122.13433,Entire home/apt,850,3,22,2023-06-19,0.30,1,16,0,
24001719,"1905 Ranch House, Room #4",14166472,Jim Carroll,,Mountain View,37.39455,-122.09011,Private room,70,2,76,2024-05-19,1.02,12,281,10,
24002003,"1905 Ranch House, Room #6",14166472,Jim Carroll,,Mountain View,37.39414,-122.08963,Private room,60,2,58,2024-05-04,0.80,12,318,13,
24019729,Cozy house on a private street,6530114,Anna,,San Jose,37.34546,-121.85175,Entire home/apt,106,2,44,2024-06-14,0.58,2,311,2,
24023778,Beautiful private guest house in downtown San Jose,546526159,Vinh,,San Jose,37.34897,-121.8803,Entire home/apt,89,1,425,2024-06-10,5.61,1,263,68,
24084215,Modern 2/1 Apt 2 w/AC/parking/laundry by downtown,181347749,Linda,,Mountain View,37.39887,-122.09058,Entire home/apt,190,31,42,2024-01-14,0.56,14,242,4,
24085594,Great Rooms to choose from in San Jose#3,131077152,Lucy,,Unincorporated Areas,37.32112,-121.93424,Private room,45,31,32,2022-09-30,0.43,3,220,0,
24088430,Beautfiul garage with private entry,19997680,Aj,,Campbell,37.29515,-121.95529,Private room,,1,48,2024-05-19,0.65,2,0,31,
24163215,Private entrance studio with pool near Santana Row,20445564,Hatice,,San Jose,37.32175,-121.94194,Entire home/apt,190,6,33,2023-07-29,0.44,1,352,1,
24245694,Rustic Roost in the Santa Cruz Mountains,173048861,Jeanie,,Unincorporated Areas,37.15974,-121.98796,Entire home/apt,117,12,20,2024-01-31,0.27,1,254,3,
24247954,312-1 Bedroom Apt in San Jose. Pedestrian's Dream!,123481831,Ryan,,San Jose,37.33543,-121.89222,Entire home/apt,213,28,21,2022-09-03,0.28,27,155,0,
24263510,"Cottage Studio w/ own bath&entry, Walk Nvidia!",49449047,Thom,,Santa Clara,37.35481,-121.96347,Entire home/apt,60,5,39,2024-05-23,0.52,2,290,9,
24285938,Modern 2/1 Apt 4 w/AC/parking/laundry by downtown,181347749,Linda,,Mountain View,37.4007,-122.0908,Entire home/apt,200,31,55,2024-05-01,0.74,14,330,3,
24334981,Brand New BDRM w pvt Bath/entry San Jose Cupertino,138234260,Alok,,San Jose,37.31302,-121.97792,Private room,62,1,46,2024-04-07,0.61,2,44,2,
24373169,"Private Apartment Home by Stanford, Gooogle, Apple",116781463,Craig,,Palo Alto,37.41848,-122.13075,Entire home/apt,,3,100,2024-06-25,1.33,1,5,15,
24395704,Beautiful private Guest Suite in downtown San Jose,92025958,Van Huy,,San Jose,37.35039,-121.8833,Entire home/apt,96,1,248,2024-05-27,3.30,1,323,39,
24405590,Spacious Cottage with Mountain and City Views,12707864,Angie,,San Jose,37.33254,-121.76709,Entire home/apt,80,2,34,2024-06-02,0.47,1,333,6,
24430796,Sunny Studio,4239268,Sudhakar,,Mountain View,37.40896,-122.08793,Entire home/apt,125,2,44,2024-04-25,0.59,4,309,6,
24437556,PAP2 - Remodeled Compact Studio near Stanford,36795000,Doris,,Palo Alto,37.42364,-122.15036,Entire home/apt,99,2,222,2024-05-17,2.94,8,61,7,
24453135,Private Studio Guesthouse with A/C in Willow Glen,184686785,Bruce & Teri,,San Jose,37.30303,-121.90116,Entire home/apt,129,1,254,2024-05-26,3.37,1,100,24,
24456050,Master bedroom with full private bathroom in Almaden San Jose,1155421,Elle,,San Jose,37.1992,-121.82907,Private room,58,3,9,2024-05-18,0.36,5,319,5,
24469591,307-Centrally Located Studio Apt. in San Jose City,123481831,Ryan,,San Jose,37.33428,-121.89379,Entire home/apt,197,28,27,2024-03-10,0.36,27,48,1,
24470284,Fantastic Palo Alto Townhouse - Silicon Valley,2777549,Susan,,Palo Alto,37.42007,-122.10846,Entire home/apt,160,30,83,2023-11-08,1.11,1,208,2,
24471396,212-Trendy 1 Bedroom Apt in Downtown San Jose City,123481831,Ryan,,San Jose,37.33603,-121.89352,Entire home/apt,211,28,19,2024-05-17,0.26,27,44,2,
24471538,Rustic & Modern,152049564,Jim,,Sunnyvale,37.34716,-122.00933,Entire home/apt,157,5,60,2024-05-10,0.80,2,197,10,Exempt
24490278,In the heart of downtown San Jose,56594641,Angelina,,San Jose,37.34073,-121.88486,Private room,55,3,86,2024-05-27,1.15,6,297,14,
24500626,Homey get away.,141216912,Anne,,San Jose,37.33224,-121.91911,Private room,75,3,144,2024-06-15,1.93,1,215,16,
24525717,"Indulge in Greatness, you deserve it!!",30452066,Deb,,Palo Alto,37.43387,-122.14734,Entire home/apt,571,1,167,2024-06-09,2.23,5,150,25,
24558168,The Second Room,134705293,Singh,,San Jose,37.33674,-121.92645,Private room,43,16,11,2024-04-02,0.16,4,228,3,
24563507,Cozy Palo Alto Studio Near Downtown,5196269,JT On Behalf Of,,Palo Alto,37.42237,-122.12197,Entire home/apt,199,2,31,2022-07-25,0.42,5,179,0,
24581636,nice and peace and flowers,185753335,Hong,,San Jose,37.4004,-121.86845,Private room,,120,0,,,1,0,0,
24583955,"Clean, 2018-built contemporary house",93068683,Glen,,Campbell,37.27322,-121.98019,Private room,,1,6,2022-08-08,0.09,1,0,0,
24625498,208-Vibrant Studio Apt. in downtown San Jose!,123481831,Ryan,,San Jose,37.33612,-121.89408,Entire home/apt,196,5,24,2023-09-26,0.35,27,44,1,
24629915,Experience Airstream in the Heart of San Jose!,46865388,Nora,,San Jose,37.32929,-121.91859,Entire home/apt,95,4,51,2024-06-15,0.68,1,143,7,
24645111,Downtown lovely home,1303697,Vera,,Mountain View,37.399761810401365,-122.07689102892378,Entire home/apt,180,5,0,,,1,249,0,
24757665,MSP1: 4 bd/2.5ba Easy Access to Major Fwys,12520479,Robert & Shelly,,San Jose,37.38402,-121.88957,Entire home/apt,302,3,61,2023-12-30,0.83,27,308,4,
24759928,"Comfy room near Levi, Convention center, & Cisco",52198839,Julie,,Santa Clara,37.40502,-121.96346,Private room,70,7,10,2022-09-17,0.13,2,176,0,
24773649,Bright and Cozy Centrally Located in West San Jose,187308262,Christina,,San Jose,37.31759,-121.9653,Private room,70,14,13,2023-09-15,0.18,2,162,2,
24797643,High-End 2 Bedroom with Great Amenities,95459395,Bluebird,,Mountain View,37.392303,-122.093971,Entire home/apt,323,1,1,2021-11-24,0.03,10,325,0,
24830315,Bubble Escape In Hidden Wineries of Silicon Valley,25225774,Aamir,,Saratoga,37.28376,-122.04554,Entire home/apt,800,1,73,2018-10-28,0.98,1,90,0,
24869422,Modern 1-Bedroom apartment #2 Menlo Park,9328763,Synergy Global,,Palo Alto,37.45217,-122.15433,Entire home/apt,,4,5,2023-01-01,0.08,13,0,0,
24871032,Palo Alto 2nd Story Bdrm/Private Bath,188018666,Blythe,,Palo Alto,37.45336,-122.15368,Private room,120,1,11,2024-06-16,2.97,2,211,11,
24871913,"Entire 2 bed/2 bath, Remote work,  Pets & dog walk",39660495,Cm,,San Jose,37.2726,-121.99364,Entire home/apt,161,7,29,2023-12-30,0.40,1,54,5,
24873576,"(17) Cozy Apertment at Rainbow, Cupertino",159216488,Sammi,,Cupertino,37.3015,-122.03564,Entire home/apt,111,2,100,2024-06-09,1.34,5,333,13,
24874937,Great Rooms to choose from in San Jose #5,131077152,Lucy,,Unincorporated Areas,37.32033,-121.93577,Private room,,15,15,2022-04-30,0.20,3,0,0,
24894012,Charming Los Gatos Cottage C,5304855,Chris,,Los Gatos,37.22392,-121.96843,Entire home/apt,125,21,22,2024-01-04,0.30,3,96,3,
24918267,(11) Rainbow Cozy and Sunny Apartment in Cupertino,159216488,Sammi,,Cupertino,37.30095,-122.0348,Entire home/apt,205,3,60,2022-09-19,0.81,5,320,0,
24934233,Private Domain,134604549,Alice,,San Jose,37.34597,-121.8749,Private room,75,2,127,2024-05-05,1.73,1,229,25,
24938572,Great Room in Nice Mountain View Townhome,6535258,Phil,,Mountain View,37.40437,-122.06288,Private room,69,14,28,2023-08-26,0.39,3,222,1,
24942685,~Sacramento River Houseboat~,102000,Monica,,Los Altos,37.38601,-122.11293,Private room,,1,0,,,1,177,0,
24948441,"Private Unit with Separate Entrance, Los Altos",188624314,Zvi,,Unincorporated Areas,37.34749,-122.08783,Entire home/apt,115,29,19,2024-06-17,0.26,1,183,3,
25032562,Your San Jose Home,37849246,Steve,,San Jose,37.3457,-121.88952,Entire home/apt,100,2,299,2024-05-09,4.02,2,60,36,
25055702,1B1B Palo Alto studio very close to Stanford,29272650,Larry Chenyu,,Palo Alto,37.42306,-122.15104,Entire home/apt,118,30,31,2024-05-28,0.42,4,86,2,
25138345,Mountain View Charmer,25070082,Neil,,Mountain View,37.40402,-122.07882,Entire home/apt,175,3,49,2024-03-13,0.67,1,80,12,
25209677,Saratoga flat on 1 acre private residence,190476535,Karen,,Saratoga,37.24677,-122.00318,Entire home/apt,165,2,219,2023-10-09,3.00,1,34,1,
25259260,Luxury executive room in an amazing house,1925467,Amber,,Milpitas,37.42357,-121.86482,Private room,,60,0,,,1,0,0,
25263375,Private Secluded Artistic House Palo Alto Stanford,9913807,James,,Palo Alto,37.41741,-122.13914,Entire home/apt,178,15,54,2024-02-29,0.76,9,21,4,
25265389,Morgan Hill Home with a view Room 2,190774162,Stanley,,Morgan Hill,37.13941,-121.59943,Private room,,2,1,2018-09-10,0.01,1,0,0,
25287032,Come & Explore Silicon Valley,22466950,Ryan,,San Jose,37.37669,-121.87208,Private room,,2,26,2024-06-02,0.35,2,0,3,
25313084,Posh + Upscale Silicon Valley Executive Apartment,7721238,Jason,,Santa Clara,37.34077,-121.93615,Entire home/apt,,1,154,2022-09-02,2.13,1,0,0,
25352418,Serene New Cottage in Silicon Valley,91186917,Monoo And Sarah,,San Jose,37.22249,-121.89698,Entire home/apt,106,2,57,2024-05-13,0.81,1,44,5,
25355494,Cozy San Jose room at prime location,191472151,Jonnie,,San Jose,37.30817,-121.95812,Private room,50,7,13,2023-12-28,0.37,2,225,2,
25363063,"NEW Remodel, WOW! 3 Bedroom! Apple, Harker, Kaiser",2463369,Pri,,San Jose,37.31179,-121.982,Entire home/apt,269,60,23,2021-07-27,0.32,3,100,0,
25369499,1905 Ranch House Room #2,14166472,Jim Carroll,,Mountain View,37.3941,-122.08798,Private room,66,2,57,2024-05-23,0.77,12,127,8,
25375638,1905 Ranch House Room #1,14166472,Jim Carroll,,Mountain View,37.3959,-122.08994,Private room,68,2,63,2024-05-18,0.86,12,319,10,
25406199,Classy room in a great location,97788854,Bobby & Cherie,,San Jose,37.39336,-121.8731,Private room,47,2,124,2024-05-19,1.68,2,62,27,
25416470,Your Home in Silicon Valley,70269901,Wesley,,Sunnyvale,37.36969,-122.01306,Entire home/apt,254,30,29,2024-03-22,0.40,6,172,3,
25422571,❤️of Downtown San Jose Cozy Studio Free Parking,18361931,Cecilia,,San Jose,37.3265,-121.88601,Entire home/apt,107,4,188,2024-06-02,2.96,7,126,39,
25448783,"Wa2: Lrge, Nuly Furnished Master Bdrm, Prvt Bath",2230367,Mua,,San Jose,37.39785,-121.84701,Private room,60,2,16,2024-04-13,0.22,9,342,12,
25457915,Sutter House Room 2,189770391,Wendy,,Palo Alto,37.43542,-122.12336,Private room,,1,29,2021-06-12,0.40,5,0,0,
25575163,"Private tiny, tiny studio~Sunnyvale~Techies",2899101,Christina,,Sunnyvale,37.37575,-122.01869,Entire home/apt,75,28,88,2024-05-27,1.19,24,217,8,2022-7057
25577452,Renoated House with New Furniture. Near SJC,129311067,Yongsheng,,San Jose,37.34636,-121.91651,Entire home/apt,135,31,19,2022-08-19,0.27,2,219,0,
25628339,Home Away Home in Silicon Valley,70269901,Wesley,,Sunnyvale,37.37124,-122.01142,Entire home/apt,190,31,41,2024-05-18,0.57,6,196,4,
25629189,Sutter House Room 1,189770391,Wendy,,Palo Alto,37.43555,-122.12296,Private room,89,1,16,2024-06-22,0.22,5,167,1,
25630033,Sutter House Room 3,189770391,Wendy,,Palo Alto,37.4335,-122.12269,Shared room,89,2,3,2024-04-20,0.04,5,70,1,
25635926,3 Bdrm 1100 sq ft Home near Downtown SJ & Airport,34285804,Alex,,San Jose,37.36128,-121.88095,Entire home/apt,168,2,59,2022-09-05,0.90,1,176,0,
25671493,"Treehouse , San Jose",108540399,Puneet,,Unincorporated Areas,37.38274,-121.81269,Entire home/apt,372,1,663,2024-06-09,8.99,2,332,85,
25735503,Awesome 4 bedroom Home at the Heart of Bay Area,40166351,Yan,,San Jose,37.35946,-121.85091,Entire home/apt,243,5,163,2023-10-22,2.26,1,109,5,
25804338,Private Entry to your room,193906514,Lya,,Sunnyvale,37.34668,-122.02111,Private room,49,30,4,2023-08-25,0.11,3,311,1,
25805447,Close to Mountain View Caltrain and Google,8756728,Charles,,Mountain View,37.39946,-122.08138,Entire home/apt,490,31,21,2023-12-23,0.29,1,308,2,
25809297,Private studio in charming Willow Glen,32709081,Nubia,,San Jose,37.29728,-121.89147,Entire home/apt,125,3,99,2023-12-26,1.36,3,175,3,
25814497,Spacious cozy private studio in Campbell,193987663,Agdass,,Campbell,37.29162,-121.95527,Private room,75,2,214,2024-06-14,2.92,1,19,39,
25817368,Spacious Cozy 2BR/1BA Entire House,3793149,Phu,,Santa Clara,37.39127,-121.96041,Entire home/apt,201,2,66,2024-05-19,0.90,10,310,3,
25863321,5 BEDROOM 3 FULL BATH ONE FLOOR MODERN COMFORT,2270348,Khang,,San Jose,37.38262,-121.87002,Entire home/apt,450,3,3,2020-10-05,0.05,7,364,0,
25914423,Adorable Palo Alto Studio w/ Backyard,2636947,Andreas,,Palo Alto,37.41952,-122.12627,Private room,195,3,21,2023-12-23,0.29,1,278,2,
25935338,3/3 Downtown Condo with Modern Comforts,2270348,Khang,,San Jose,37.32027,-121.88388,Entire home/apt,350,3,8,2024-06-20,0.12,7,340,2,
25946317,Great Location! Smoking allowed outside!,195021322,Kellie And Cathi,,San Jose,37.27235,-121.8812,Entire home/apt,,2,48,2020-12-20,0.65,1,0,0,
25979979,"Newly-renovated MV 3/2 Home: Central AC, 2C garage",42458,Emey,,Mountain View,37.37452,-122.06124,Entire home/apt,195,10,8,2024-04-30,0.11,11,216,3,
25982227,"Cozy 2 Bedroom Unit, Free EV Charging",10251195,Amir,,Santa Clara,37.3601,-121.96625,Entire home/apt,,4,35,2024-06-08,0.48,3,0,12,
26045711,Self checkin/checkout 24/7. Private master suite.,178164617,Vladimir,,San Jose,37.30731,-121.96662,Private room,91,1,52,2024-06-25,1.70,2,18,19,
26084008,Bay Area/M/Santa Clara/San Jose,162708008,David,,Santa Clara,37.33902,-121.9378,Private room,,7,53,2024-05-12,0.74,2,0,5,
26110655,Cozy Downtown San Jose House-Business/Vacation,14368599,Shaw & Vicki,,San Jose,37.34907,-121.88323,Entire home/apt,174,3,90,2024-05-09,1.23,2,326,16,
26168579,Modern 2/1 Apt 1 w/AC/parking/laundry by downtown,181347749,Linda,,Mountain View,37.39987,-122.08877,Entire home/apt,200,31,57,2024-04-10,0.80,14,305,7,
26205385,Updated Studio in Midtown Palo Alto,196963932,Rosemary,,Palo Alto,37.43539,-122.12812,Entire home/apt,100,3,48,2024-06-09,0.66,1,145,10,
26207369,AL1: Huge & Nuly Remodel Bdrm  (21'x14') & Bathrm,2230367,Mua,,San Jose,37.39806,-121.84696,Private room,,1,11,2020-02-26,0.15,9,0,0,
26221388,Cozy Suite in the Santa Clara with private bath,3793149,Phu,,Santa Clara,37.39216,-121.95991,Entire home/apt,98,2,76,2024-05-09,1.09,10,312,16,
26222514,Saratoga Home with Huge BackYard,85367796,Dr. Salar,,Saratoga,37.28578,-122.00398,Entire home/apt,401,3,34,2024-06-17,0.47,1,25,9,
26236286,"Central San Jose, SJC Airport, Diridon",20326981,Ana,,San Jose,37.32535,-121.86945,Entire home/apt,188,1,312,2024-06-06,4.35,1,303,47,
26238509,Bright Luxury 4B3B House/family/business nr Apple!,286181740,Joey,,San Jose,37.3079,-122.02075,Entire home/apt,310,2,174,2024-06-18,2.38,15,128,28,
26279841,Bon's Rosenbaum,71374271,Anh,,San Jose,37.2742,-121.84285,Shared room,,1,0,,,1,0,0,
26297190,Cozy guest bedroom,149733888,Lan,,Cupertino,37.3143,-122.02423,Private room,61,5,22,2023-10-07,0.31,8,338,3,BL-000703
26300422,"Private room, good location",44400342,Aytekin,,San Jose,37.30985,-121.96611,Private room,,30,1,2018-09-05,0.01,1,0,0,
26330212,#04 Stunning studio in downtown San Jose Victorian,21480283,Guillermo,,San Jose,37.34048,-121.89127,Private room,69,1,125,2024-03-02,1.72,12,22,7,
26332139,Beautiful private bedroom with private bathroom,95499183,Minh,,Santa Clara,37.39801,-121.96353,Private room,,5,30,2022-09-18,0.41,3,0,0,
26335386,TheStudio in Willow Glen (San Jose) CA-95125,198059790,Silvia,,San Jose,37.29902,-121.89721,Entire home/apt,155,1,170,2024-06-19,2.36,2,249,31,
26392311,Your Place in the Sun! Casa de Lala,56379997,Laura,,Santa Clara,37.35755,-121.98019,Private room,,2,0,,,1,0,0,
26396025,Contemporary 2BR - Blocks from Stanford Campus,119053238,Dee,,Palo Alto,37.42882,-122.1433,Entire home/apt,375,1,12,2018-10-26,0.17,10,89,0,
26407453,Central City Deluxe,198573517,John,,San Jose,37.30798,-121.91588,Entire home/apt,144,14,6,2022-08-14,0.08,2,181,0,
26473602,"Artsy Remodeled Room Near Stanford, Googl, Facebk",123764951,Ash,,Palo Alto,37.42179,-122.12427,Private room,,2,12,2019-05-11,0.17,2,0,0,
26490746,Iris House Blue Room - Dwntn Palo Alto & Stanford,7406543,Carina,,Palo Alto,37.44585,-122.15079,Private room,121,20,28,2023-12-22,0.39,5,102,2,
26526288,Palo Alto  Country Cottage  W/ Fiber Internet,9913807,James,,Palo Alto,37.40843,-122.13996,Entire home/apt,130,4,33,2024-06-09,0.47,9,11,3,
26561865,Guest Suite with Private Entrance in Los Gatos,199729215,Ludmila,,Los Gatos,37.22422,-121.94768,Private room,80,3,23,2023-08-07,0.32,1,96,1,
26562420,"""Gem"" downtown Palo Alto/Stanford.",163364195,Ana Luisa,,Palo Alto,37.45059,-122.15896,Entire home/apt,228,3,155,2024-06-17,2.16,7,251,25,
26637813,"New, Luxury w/ garage near Netflix & downtown LG.",193097895,Benjamin,,Monte Sereno,37.24747,-121.9833,Entire home/apt,119,7,29,2024-02-29,0.41,1,269,4,
26644453,1 Beautiful guest house in Los Gatos Suburbs !,197606969,Par,,Los Gatos,37.2641,-121.97952,Entire home/apt,111,28,150,2024-03-29,2.07,2,242,3,
26646890,SJ Elite Loft Sleek Sophistication,68064297,Shannon,,San Jose,37.34134,-121.89206,Entire home/apt,349,2,21,2019-05-01,0.30,3,298,0,
26745979,Cupertino Cozy private bedroom share bathroom B8,199009369,Jessie,,Cupertino,37.32554,-122.05143,Private room,45,365,30,2023-09-21,0.41,2,359,3,
26746400,"Cozy Willow Glen Home 
Huge Backyard 1 min to Park",10695588,Chung Jung,,San Jose,37.30075,-121.88673,Entire home/apt,181,30,0,,,1,232,0,
26778482,Silicon Valley shared bedroom,147283477,Rick,,Santa Clara,37.3963,-121.94484,Shared room,89,2,13,2020-02-12,0.18,1,264,0,
26801658,Private Guest House,4362146,Gretchen,,Los Altos,37.38056,-122.09887,Entire home/apt,,2,104,2021-10-22,1.44,1,0,0,
26815696,Nice 1  Bedrm near Apple De Anza downtown San Jose,102729791,Ben,,Cupertino,37.320286,-122.005669,Private room,59,30,7,2019-08-31,0.10,3,292,0,
